Length,Height,Whole weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.315,0.08,0.18,0.047,1,0,1,0
0.465,0.12,0.5805,0.184,2,0,1,0
0.485,0.105,0.556,0.133,1,0,0,1
0.49,0.12,0.591,0.1775,2,0,1,0
0.515,0.14,0.686,0.22,2,1,0,0
0.555,0.155,1.016,0.263,2,1,0,0
0.61,0.18,1.438,0.3345,2,1,0,0
0.68,0.19,1.807,0.515,2,1,0,0
0.69,0.195,1.777,0.4305,2,0,0,1
0.695,0.205,2.173,0.496,2,0,0,1
0.72,0.195,2.1505,0.585,2,1,0,0
0.27,0.075,0.118,0.0305,1,0,1,0
0.27,0.06,0.099,0.03,1,0,1,0
0.295,0.07,0.1365,0.035,1,0,1,0
0.295,0.065,0.1295,0.035,1,0,1,0
0.315,0.07,0.164,0.045,1,0,1,0
0.375,0.095,0.2875,0.08,1,0,1,0
0.38,0.09,0.277,0.082,1,0,1,0
0.385,0.09,0.248,0.07,1,0,1,0
0.4,0.095,0.252,0.066,1,0,1,0
0.415,0.12,0.4015,0.097,2,0,0,1
0.415,0.1,0.3905,0.1025,1,0,1,0
0.42,0.115,0.409,0.105,2,0,1,0
0.44,0.135,0.4095,0.119,1,0,1,0
0.45,0.135,0.494,0.1405,1,0,1,0
0.475,0.12,0.4905,0.135,1,0,1,0
0.485,0.12,0.599,0.169,2,0,0,1
0.495,0.115,0.6245,0.155,1,0,0,1
0.525,0.115,0.7745,0.18,1,1,0,0
0.565,0.15,0.9795,0.275,2,0,0,1
0.58,0.15,0.8915,0.2515,1,0,1,0
0.585,0.125,0.874,0.225,1,1,0,0
0.6,0.155,1.262,0.33,2,0,0,1
0.63,0.185,1.21,0.322,2,0,0,1
0.645,0.17,1.37,0.34,2,1,0,0
0.655,0.185,1.759,0.547,2,1,0,0
0.665,0.165,1.3855,0.3445,2,0,0,1
0.67,0.195,1.8065,0.5055,2,1,0,0
0.67,0.2,1.5945,0.4505,2,0,0,1
0.685,0.18,1.4545,0.3725,2,0,0,1
0.7,0.23,2.003,0.5755,2,0,0,1
0.72,0.235,2.2385,0.621,2,0,0,1
0.185,0.045,0.032,0.01,1,0,1,0
0.245,0.055,0.0785,0.02,1,0,1,0
0.315,0.0107996,0.134,0.3505,1,0,1,0
0.36,0.09,0.2075,0.062,1,0,1,0
0.375,0.08,0.2235,0.055,1,0,1,0
0.415,0.095,0.34,0.083,1,0,1,0
0.455,0.135,0.5365,0.1325,1,0,1,0
0.48,0.105,0.635,0.135,1,0,1,0
0.485,0.125,0.562,0.1525,2,0,1,0
0.51,0.125,0.597,0.1555,2,0,1,0
0.52,0.125,0.5815,0.17,2,0,0,1
0.555,0.14,0.7545,0.2015,2,1,0,0
0.585,0.15,0.98,0.247,2,0,0,1
0.585,0.15,1.0035,0.2515,2,1,0,0
0.585,0.155,1.133,0.305,2,0,0,1
0.61,0.16,1.146,0.265,2,0,0,1
0.61,0.15,1.142,0.245,2,0,0,1
0.615,0.17,1.12,0.286,2,0,0,1
0.62,0.14,1.011,0.255,2,1,0,0
0.625,0.175,1.131,0.323,2,0,0,1
0.625,0.175,1.065,0.285,2,0,0,1
0.635,0.145,1.181,0.225,2,0,0,1
0.64,0.175,1.382,0.37,2,1,0,0
0.66,0.19,1.4385,0.178,2,0,0,1
0.66,0.155,1.2275,0.3,2,0,0,1
0.66,0.155,1.4415,0.335,2,0,0,1
0.68,0.175,1.473,0.4295,2,1,0,0
0.69,0.195,1.658,0.4715,2,1,0,0
0.72,0.195,1.7475,0.4705,2,0,0,1
0.275,0.07,0.096,0.03,1,0,1,0
0.33,0.065,0.1445,0.0505,1,0,1,0
0.33,0.085,0.1965,0.055,1,0,1,0
0.365,0.09,0.196,0.0605,1,0,1,0
0.365,0.09,0.2155,0.0655,1,0,1,0
0.42,0.1,0.2805,0.0925,2,0,1,0
0.435,0.11,0.334,0.0965,1,0,1,0
0.435,0.1,0.366,0.109,1,0,1,0
0.44,0.11,0.4965,0.1075,2,0,1,0
0.485,0.09,0.651,0.18,2,0,1,0
0.495,0.125,0.5125,0.172,2,0,1,0
0.51,0.125,0.6925,0.1805,1,0,0,1
0.52,0.14,0.5995,0.182,2,0,1,0
0.54,0.14,0.74,0.1985,2,0,1,0
0.54,0.155,0.702,0.19,2,0,1,0
0.55,0.125,0.672,0.21,2,0,1,0
0.56,0.155,0.811,0.235,2,0,1,0
0.575,0.12,0.9585,0.275,2,1,0,0
0.575,0.15,0.858,0.215,2,0,1,0
0.575,0.165,0.9575,0.236,2,1,0,0
0.58,0.135,0.926,0.275,2,1,0,0
0.58,0.155,0.873,0.239,2,1,0,0
0.59,0.16,0.998,0.301,2,0,0,1
0.6,0.155,0.6655,0.269,2,0,0,1
0.62,0.145,1.003,0.28,2,0,0,1
0.625,0.16,1.234,0.35,2,1,0,0
0.625,0.155,1.025,0.34,2,0,0,1
0.625,0.175,1.2935,0.355,2,0,0,1
0.625,0.175,1.0565,0.305,2,0,0,1
0.625,0.145,1.7855,0.3245,2,0,0,1
0.625,0.165,1.2255,0.36,2,1,0,0
0.635,0.18,1.2565,0.35,2,1,0,0
0.645,0.15,1.159,0.31,2,1,0,0
0.645,0.165,1.403,0.4545,2,0,0,1
0.69,0.185,1.826,0.499,2,1,0,0
0.695,0.185,1.7715,0.437,2,1,0,0
0.515,0.12,0.6125,0.1415,2,0,0,1
0.545,0.13,0.658,0.174,2,0,1,0
0.62,0.145,0.911,0.278,2,0,0,1
0.63,0.15,1.1955,0.3,2,0,0,1
0.63,0.16,1.336,0.35,2,1,0,0
0.64,0.18,1.36,0.305,2,1,0,0
0.37,0.08,0.2325,0.072,1,0,1,0
0.395,0.085,0.317,0.0935,1,0,1,0
0.4,0.115,0.318,0.0935,1,0,1,0
0.41,0.1,0.2645,0.085,1,0,1,0
0.455,0.105,0.4055,0.1185,2,0,1,0
0.48,0.125,0.524,0.145,1,0,1,0
0.485,0.11,0.464,0.149,2,0,1,0
0.5,0.12,0.439,0.1305,2,0,1,0
0.515,0.125,0.5805,0.19,2,0,1,0
0.52,0.14,0.622,0.169,2,0,1,0
0.545,0.15,0.7805,0.216,2,0,0,1
0.545,0.14,0.772,0.2615,2,0,1,0
0.55,0.125,0.741,0.206,2,0,1,0
0.55,0.18,0.8265,0.225,2,0,0,1
0.55,0.13,0.7275,0.19,2,0,0,1
0.555,0.125,0.7005,0.2095,2,0,1,0
0.56,0.145,0.9355,0.2725,2,0,0,1
0.565,0.15,1.1815,0.3095,2,0,1,0
0.57,0.16,1.0145,0.3,2,0,0,1
0.575,0.17,1.1,0.31,2,1,0,0
0.585,0.16,1.218,0.3,2,0,0,1
0.59,0.155,0.874,0.24,2,0,0,1
0.595,0.155,0.984,0.2755,2,0,1,0
0.6,0.13,1.0105,0.298,2,0,0,1
0.61,0.155,1.0765,0.27,2,0,0,1
0.615,0.205,1.337,0.37,2,0,0,1
0.625,0.18,1.3705,0.3705,2,0,0,1
0.625,0.19,1.7015,0.3855,2,1,0,0
0.63,0.18,1.2435,0.37,2,0,0,1
0.63,0.175,1.4135,0.3555,2,0,0,1
0.635,0.155,1.073,0.35,2,1,0,0
0.635,0.175,1.477,0.39,2,1,0,0
0.635,0.18,1.2915,0.37,2,0,0,1
0.65,0.16,1.3105,0.355,2,1,0,0
0.67,0.18,1.4915,0.381,2,0,0,1
0.675,0.175,1.494,0.37,2,1,0,0
0.675,0.15,1.1965,0.386,2,1,0,0
0.68,0.185,1.672,0.48,2,0,0,1
0.7,0.215,1.9125,0.506,2,0,0,1
0.71,0.175,1.907,0.475,2,1,0,0
0.715,0.18,1.79,0.5385,2,1,0,0
0.72,0.205,1.7495,0.48,2,1,0,0
0.42,0.1,0.3415,0.086,1,0,1,0
0.48,0.1,0.519,0.126,1,0,1,0
0.48,0.13,0.5305,0.139,2,0,0,1
0.51,0.155,1.2825,0.3795,2,0,0,1
0.515,0.14,0.7165,0.1785,2,0,1,0
0.56,0.18,1.6645,0.4525,2,1,0,0
0.56,0.14,0.837,0.2,2,0,1,0
0.57,0.15,0.9645,0.209,2,1,0,0
0.605,0.155,1.1,0.2585,2,1,0,0
0.625,0.16,1.2415,0.2785,2,0,0,1
0.64,0.175,1.3185,0.3315,2,1,0,0
0.65,0.185,1.3455,0.3865,2,0,0,1
0.3,0.05,0.1185,0.042,1,0,1,0
0.35,0.09,0.197,0.077,1,0,0,1
0.455,0.13,0.4725,0.15,2,0,1,0
0.46,0.11,0.4495,0.15,2,0,1,0
0.49,0.115,0.557,0.1765,2,0,1,0
0.5,0.12,0.516,0.165,2,0,1,0
0.54,0.135,0.709,0.185,2,0,1,0
0.55,0.145,0.7385,0.252,2,0,0,1
0.55,0.11,0.7935,0.26,2,0,1,0
0.555,0.145,0.9205,0.255,2,0,0,1
0.57,0.14,0.7655,0.24,2,0,1,0
0.58,0.14,0.824,0.263,2,0,0,1
0.58,0.145,0.83,0.2575,2,0,1,0
0.585,0.17,0.985,0.315,2,0,1,0
0.585,0.15,0.997,0.251,2,0,0,1
0.595,0.14,0.914,0.271,2,1,0,0
0.6,0.17,1.13,0.335,2,1,0,0
0.615,0.155,1.0805,0.32,2,1,0,0
0.63,0.155,1.105,0.325,2,0,0,1
0.63,0.155,1.229,0.335,2,0,0,1
0.635,0.175,1.2355,0.347,2,1,0,0
0.645,0.19,1.2395,0.424,2,1,0,0
0.65,0.165,1.357,0.43,2,1,0,0
0.655,0.18,1.402,0.365,2,0,0,1
0.655,0.22,1.359,0.405,2,1,0,0
0.67,0.19,1.669,0.508,2,0,0,1
0.67,0.2,1.7405,0.657,2,0,0,1
0.695,0.21,1.51,0.385,2,0,0,1
0.695,0.195,1.6645,0.445,2,0,0,1
0.77,0.175,2.0505,0.355,2,0,0,1
0.28,0.07,0.124,0.03,1,0,1,0
0.33,0.08,0.14,0.046,1,0,1,0
0.35,0.075,0.1695,0.041,1,0,1,0
0.37,0.09,0.218,0.0615,1,0,1,0
0.43,0.115,0.384,0.11,2,0,1,0
0.435,0.095,0.393,0.0885,1,0,1,0
0.44,0.11,0.3805,0.115,1,0,1,0
0.475,0.11,0.4895,0.146,2,0,0,1
0.475,0.14,0.5135,0.155,2,0,0,1
0.48,0.11,0.4495,0.14,2,0,1,0
0.56,0.135,0.8025,0.259,2,1,0,0
0.585,0.165,1.053,0.3,2,1,0,0
0.585,0.17,0.9945,0.2845,2,1,0,0
0.385,0.1,0.3175,0.092,2,0,0,1
0.39,0.085,0.344,0.079,1,0,1,0
0.39,0.1,0.2845,0.081,1,0,1,0
0.405,0.085,0.3035,0.088,1,0,1,0
0.475,0.115,0.499,0.156,2,0,1,0
0.5,0.125,0.577,0.1535,2,0,0,1
0.515,0.125,0.615,0.1765,2,1,0,0
0.52,0.165,0.791,0.1815,2,0,0,1
0.55,0.13,0.8395,0.2405,2,0,0,1
0.56,0.155,0.8675,0.229,2,0,0,1
0.565,0.165,0.887,0.249,2,1,0,0
0.59,0.135,0.966,0.2605,2,0,0,1
0.6,0.205,1.176,0.308,2,0,0,1
0.625,0.15,1.0945,0.296,2,1,0,0
0.71,0.195,1.9485,0.495,2,0,0,1
